year,stateid,state_name,sector,sales_twh,price_cents_per_kwh,retrieved
2019,NY,New York,all sectors,145.60034500999998,14.34,2026-05-15
2020,NY,New York,all sectors,140.40663199,14.87,2026-05-15
2021,NY,New York,all sectors,141.42377815999998,16.11,2026-05-15
2022,NY,New York,all sectors,143.21051698,18.33,2026-05-15
2023,NY,New York,all sectors,139.42193598,18.28,2026-05-15
2024,NY,New York,all sectors,140.49750099,19.66,2026-05-15
2025,NY,New York,all sectors,143.4903239,21.62,2026-05-15
2001,NY,New York,residential,44.235593,14.04,2026-05-15
2002,NY,New York,residential,46.457029999999996,13.55,2026-05-15
2003,NY,New York,residential,47.115887,14.31,2026-05-15
2004,NY,New York,residential,47.378876,14.54,2026-05-15
2005,NY,New York,residential,50.532849999999996,15.72,2026-05-15
2006,NY,New York,residential,48.426749,16.89,2026-05-15
2007,NY,New York,residential,50.241444,17.1,2026-05-15
2008,NY,New York,residential,49.03394999,18.31,2026-05-15
2009,NY,New York,residential,48.245841,17.5,2026-05-15
2010,NY,New York,residential,50.945648,18.74,2026-05-15
2011,NY,New York,residential,51.23959901,18.26,2026-05-15
2012,NY,New York,residential,50.691506000000004,17.62,2026-05-15
2013,NY,New York,residential,50.777369,18.79,2026-05-15
2014,NY,New York,residential,49.974914,20.07,2026-05-15
2015,NY,New York,residential,51.012745009999996,18.54,2026-05-15
2016,NY,New York,residential,50.83128701,17.58,2026-05-15
2017,NY,New York,residential,49.08075702,18.03,2026-05-15
2018,NY,New York,residential,52.15324599,18.52,2026-05-15
2019,NY,New York,residential,50.14100301,17.94,2026-05-15
2020,NY,New York,residential,52.257143989999996,18.36,2026-05-15
2021,NY,New York,residential,52.15688199,19.48,2026-05-15
2022,NY,New York,residential,52.22741299,22.08,2026-05-15
2023,NY,New York,residential,50.113258009999996,22.24,2026-05-15
2024,NY,New York,residential,50.857373,24.43,2026-05-15
2025,NY,New York,residential,52.4061866,26.39,2026-05-15
2001,OH,Ohio,all sectors,155.797714,6.62,2026-05-15
2002,OH,Ohio,all sectors,153.407098,6.77,2026-05-15
2003,OH,Ohio,all sectors,152.18923800000002,6.73,2026-05-15
2004,OH,Ohio,all sectors,154.221114,6.89,2026-05-15
2005,OH,Ohio,all sectors,160.17630300000002,7.08,2026-05-15
2006,OH,Ohio,all sectors,153.428844,7.71,2026-05-15
2007,OH,Ohio,all sectors,161.770827,7.91,2026-05-15
2008,OH,Ohio,all sectors,159.38880701,8.39,2026-05-15
2009,OH,Ohio,all sectors,146.29979301,9.02,2026-05-15
2010,OH,Ohio,all sectors,154.14541794000002,9.14,2026-05-15
2011,OH,Ohio,all sectors,154.74631002,9.03,2026-05-15
2012,OH,Ohio,all sectors,152.45686402,9.12,2026-05-15
2013,OH,Ohio,all sectors,150.30701803,9.2,2026-05-15
2014,OH,Ohio,all sectors,150.67971301,9.73,2026-05-15
2015,OH,Ohio,all sectors,149.21322396,9.98,2026-05-15
2016,OH,Ohio,all sectors,150.59779604,9.84,2026-05-15
2017,OH,Ohio,all sectors,146.64383102000002,9.84,2026-05-15
2018,OH,Ohio,all sectors,152.91516698,9.94,2026-05-15
2019,OH,Ohio,all sectors,148.52192004999998,9.58,2026-05-15
2020,OH,Ohio,all sectors,142.61519902,9.44,2026-05-15
2021,OH,Ohio,all sectors,147.71786494999998,9.76,2026-05-15
2022,OH,Ohio,all sectors,149.49978299,10.64,2026-05-15
2023,OH,Ohio,all sectors,146.64098305000002,11.04,2026-05-15
2024,OH,Ohio,all sectors,153.70737597,11.29,2026-05-15
2025,OH,Ohio,all sectors,161.93397969,12.43,2026-05-15
2001,OH,Ohio,residential,47.346163,8.37,2026-05-15
2002,OH,Ohio,residential,50.863642999999996,8.24,2026-05-15
2003,OH,Ohio,residential,49.620578,8.26,2026-05-15
2004,OH,Ohio,residential,50.300038,8.45,2026-05-15
2005,OH,Ohio,residential,53.904244,8.51,2026-05-15
2006,OH,Ohio,residential,51.375232000000004,9.34,2026-05-15
2007,OH,Ohio,residential,54.375758999999995,9.57,2026-05-15
2008,OH,Ohio,residential,53.41059898,10.06,2026-05-15
2009,OH,Ohio,residential,51.40516201,10.67,2026-05-15
2010,OH,Ohio,residential,54.474376989999996,11.31,2026-05-15
2011,OH,Ohio,residential,53.68711101,11.42,2026-05-15
2012,OH,Ohio,residential,52.28776902,11.76,2026-05-15
2013,OH,Ohio,residential,52.158093990000005,12.01,2026-05-15
2014,OH,Ohio,residential,52.80433401,12.5,2026-05-15
2015,OH,Ohio,residential,51.492953979999996,12.8,2026-05-15
2016,OH,Ohio,residential,52.52414102,12.47,2026-05-15
2017,OH,Ohio,residential,49.795540009999996,12.63,2026-05-15
2018,OH,Ohio,residential,54.451713989999995,12.56,2026-05-15
2019,OH,Ohio,residential,52.22609701,12.38,2026-05-15
2020,OH,Ohio,residential,52.55276998,12.29,2026-05-15
2021,OH,Ohio,residential,53.17119298,12.77,2026-05-15
2022,OH,Ohio,residential,53.312216,13.85,2026-05-15
2023,OH,Ohio,residential,49.71353800999999,15.38,2026-05-15
2024,OH,Ohio,residential,52.174355989999995,15.99,2026-05-15
2025,OH,Ohio,residential,53.99710231,16.96,2026-05-15
2001,OK,Oklahoma,all sectors,49.666725,6.1,2026-05-15
2002,OK,Oklahoma,all sectors,49.485466,5.59,2026-05-15
2003,OK,Oklahoma,all sectors,50.428168,6.35,2026-05-15
2004,OK,Oklahoma,all sectors,50.942042,6.5,2026-05-15
2005,OK,Oklahoma,all sectors,53.707102,6.85,2026-05-15
2006,OK,Oklahoma,all sectors,54.905314,7.3,2026-05-15
2007,OK,Oklahoma,all sectors,55.1932,7.29,2026-05-15
2008,OK,Oklahoma,all sectors,56.27886606,7.81,2026-05-15
2009,OK,Oklahoma,all sectors,54.54458,6.94,2026-05-15
2010,OK,Oklahoma,all sectors,57.845980020000006,7.59,2026-05-15
2011,OK,Oklahoma,all sectors,59.846794020000004,7.8,2026-05-15
2012,OK,Oklahoma,all sectors,59.34062402,7.54,2026-05-15
2013,OK,Oklahoma,all sectors,59.92917199,7.86,2026-05-15
2014,OK,Oklahoma,all sectors,61.57337402,8.18,2026-05-15
2015,OK,Oklahoma,all sectors,61.33638499,7.9,2026-05-15
2016,OK,Oklahoma,all sectors,61.516554,7.83,2026-05-15
2017,OK,Oklahoma,all sectors,60.49212799,8.2,2026-05-15
2018,OK,Oklahoma,all sectors,64.57531599,8.09,2026-05-15
2019,OK,Oklahoma,all sectors,64.795946,7.86,2026-05-15
2020,OK,Oklahoma,all sectors,62.29930498,7.63,2026-05-15
2021,OK,Oklahoma,all sectors,64.525137,8.52,2026-05-15
2022,OK,Oklahoma,all sectors,69.48694202,10.05,2026-05-15
2023,OK,Oklahoma,all sectors,68.97884001,9.3,2026-05-15
2024,OK,Oklahoma,all sectors,72.08377302,9.09,2026-05-15
2025,OK,Oklahoma,all sectors,75.11457665,9.5,2026-05-15
2001,OK,Oklahoma,residential,19.795852999999997,7.27,2026-05-15
2002,OK,Oklahoma,residential,19.927272000000002,6.73,2026-05-15
2003,OK,Oklahoma,residential,20.161967,7.47,2026-05-15
2004,OK,Oklahoma,residential,19.699041,7.72,2026-05-15
2005,OK,Oklahoma,residential,21.309313999999997,7.95,2026-05-15
2006,OK,Oklahoma,residential,21.690395,8.55,2026-05-15
2007,OK,Oklahoma,residential,21.360557,8.58,2026-05-15
2008,OK,Oklahoma,residential,21.86111201,9.09,2026-05-15
2009,OK,Oklahoma,residential,21.640954989999997,8.49,2026-05-15
2010,OK,Oklahoma,residential,23.68886101,9.14,2026-05-15
2011,OK,Oklahoma,residential,24.425026999999996,9.47,2026-05-15
2012,OK,Oklahoma,residential,22.80968001,9.51,2026-05-15
2013,OK,Oklahoma,residential,23.19996799,9.67,2026-05-15
2014,OK,Oklahoma,residential,23.35114401,10.03,2026-05-15
2015,OK,Oklahoma,residential,22.61582399,10.14,2026-05-15
2016,OK,Oklahoma,residential,22.78971499,10.2,2026-05-15
2017,OK,Oklahoma,residential,21.837596,10.61,2026-05-15
2018,OK,Oklahoma,residential,24.11680799,10.3,2026-05-15
2019,OK,Oklahoma,residential,23.805972,10.21,2026-05-15
2020,OK,Oklahoma,residential,23.232472989999998,10.12,2026-05-15
2021,OK,Oklahoma,residential,23.74586701,11.0,2026-05-15
2022,OK,Oklahoma,residential,25.47914402,12.44,2026-05-15
2023,OK,Oklahoma,residential,23.817506,12.08,2026-05-15
2024,OK,Oklahoma,residential,24.32827903,12.24,2026-05-15
2025,OK,Oklahoma,residential,24.474649969999998,13.12,2026-05-15
2001,OR,Oregon,all sectors,45.88483,5.44,2026-05-15
2002,OR,Oregon,all sectors,45.255173,6.32,2026-05-15
2003,OR,Oregon,all sectors,45.19473,6.18,2026-05-15
2004,OR,Oregon,all sectors,45.636447999999994,6.21,2026-05-15
2005,OR,Oregon,all sectors,46.419245000000004,6.34,2026-05-15
2006,OR,Oregon,all sectors,48.069265,6.53,2026-05-15
2007,OR,Oregon,all sectors,48.696965,7.02,2026-05-15
2008,OR,Oregon,all sectors,49.18747698,7.24,2026-05-15
2009,OR,Oregon,all sectors,47.56689702,7.47,2026-05-15
2010,OR,Oregon,all sectors,46.02594503,7.56,2026-05-15
2011,OR,Oregon,all sectors,47.17144599,8.04,2026-05-15
2012,OR,Oregon,all sectors,46.68885597,8.21,2026-05-15
2013,OR,Oregon,all sectors,47.640978020000006,8.44,2026-05-15
2014,OR,Oregon,all sectors,47.33495301,8.68,2026-05-15
2015,OR,Oregon,all sectors,47.26397396,8.75,2026-05-15
2016,OR,Oregon,all sectors,47.34934999,8.83,2026-05-15
2017,OR,Oregon,all sectors,50.04381603,8.81,2026-05-15
2018,OR,Oregon,all sectors,49.325904009999995,8.85,2026-05-15
2019,OR,Oregon,all sectors,50.40438599,8.81,2026-05-15
2020,OR,Oregon,all sectors,51.01931301,8.82,2026-05-15
2021,OR,Oregon,all sectors,54.13520501,8.95,2026-05-15
2022,OR,Oregon,all sectors,56.32689599,9.26,2026-05-15
2023,OR,Oregon,all sectors,57.984962,10.32,2026-05-15
2024,OR,Oregon,all sectors,59.680701,11.11,2026-05-15
2025,OR,Oregon,all sectors,61.56682497,11.51,2026-05-15
2001,OR,Oregon,residential,17.502996,6.29,2026-05-15
2002,OR,Oregon,residential,17.553984,7.12,2026-05-15
2003,OR,Oregon,residential,17.73556,7.06,2026-05-15
2004,OR,Oregon,residential,18.000708,7.18,2026-05-15
2005,OR,Oregon,residential,18.338815,7.25,2026-05-15
2006,OR,Oregon,residential,18.977579000000002,7.48,2026-05-15
2007,OR,Oregon,residential,19.374457999999997,8.19,2026-05-15
2008,OR,Oregon,residential,19.909844,8.49,2026-05-15
2009,OR,Oregon,residential,19.80431501,8.68,2026-05-15
2010,OR,Oregon,residential,18.838666,8.87,2026-05-15
2011,OR,Oregon,residential,19.429175,9.54,2026-05-15
2012,OR,Oregon,residential,18.85465901,9.8,2026-05-15
2013,OR,Oregon,residential,19.328558010000002,9.9,2026-05-15
2014,OR,Oregon,residential,18.61761301,10.47,2026-05-15
2015,OR,Oregon,residential,18.26900699,10.66,2026-05-15
2016,OR,Oregon,residential,18.573241999999997,10.66,2026-05-15
2017,OR,Oregon,residential,20.06593001,10.66,2026-05-15
2018,OR,Oregon,residential,18.930583,10.98,2026-05-15
2019,OR,Oregon,residential,19.286182,11.01,2026-05-15
2020,OR,Oregon,residential,19.628010999999997,11.17,2026-05-15
2021,OR,Oregon,residential,20.285346,11.37,2026-05-15
2022,OR,Oregon,residential,20.725899000000002,11.42,2026-05-15
2023,OR,Oregon,residential,20.44454399,12.73,2026-05-15
2024,OR,Oregon,residential,19.76774501,14.7,2026-05-15
2025,OR,Oregon,residential,19.79578469,15.37,2026-05-15
2001,PA,Pennsylvania,all sectors,135.271933,8.01,2026-05-15
2002,PA,Pennsylvania,all sectors,139.81987,8.06,2026-05-15
2003,PA,Pennsylvania,all sectors,140.369128,8.02,2026-05-15
2004,PA,Pennsylvania,all sectors,143.50149299999998,8.0,2026-05-15
2005,PA,Pennsylvania,all sectors,148.27294,8.27,2026-05-15
2006,PA,Pennsylvania,all sectors,146.150358,8.68,2026-05-15
2007,PA,Pennsylvania,all sectors,151.57295000000002,9.08,2026-05-15
2008,PA,Pennsylvania,all sectors,150.400589,9.33,2026-05-15
2009,PA,Pennsylvania,all sectors,143.74743799,9.6,2026-05-15
2010,PA,Pennsylvania,all sectors,148.963968,10.31,2026-05-15
2011,PA,Pennsylvania,all sectors,148.75723801,10.45,2026-05-15
2012,PA,Pennsylvania,all sectors,144.70972701,9.91,2026-05-15
2013,PA,Pennsylvania,all sectors,146.25376298,9.81,2026-05-15
2014,PA,Pennsylvania,all sectors,146.687698,10.28,2026-05-15
2015,PA,Pennsylvania,all sectors,146.34402799,10.31,2026-05-15
2016,PA,Pennsylvania,all sectors,145.32768299,10.19,2026-05-15
2017,PA,Pennsylvania,all sectors,142.99089598,10.13,2026-05-15
2018,PA,Pennsylvania,all sectors,148.97673100999998,10.1,2026-05-15
2019,PA,Pennsylvania,all sectors,145.58038298,9.81,2026-05-15
2020,PA,Pennsylvania,all sectors,139.72083699,9.7,2026-05-15
2021,PA,Pennsylvania,all sectors,143.34015399,9.97,2026-05-15
2022,PA,Pennsylvania,all sectors,145.04459215,11.86,2026-05-15
2023,PA,Pennsylvania,all sectors,138.71099303000003,12.57,2026-05-15
2024,PA,Pennsylvania,all sectors,142.14651402,12.51,2026-05-15
2025,PA,Pennsylvania,all sectors,143.31714544,14.11,2026-05-15
2001,PA,Pennsylvania,residential,46.029989,9.68,2026-05-15
2002,PA,Pennsylvania,residential,48.729956,9.74,2026-05-15
2003,PA,Pennsylvania,residential,49.651000999999994,9.59,2026-05-15
2004,PA,Pennsylvania,residential,50.663389,9.58,2026-05-15
2005,PA,Pennsylvania,residential,53.661476,9.86,2026-05-15
2006,PA,Pennsylvania,residential,51.790116999999995,10.35,2026-05-15
2007,PA,Pennsylvania,residential,54.58682,10.95,2026-05-15
2008,PA,Pennsylvania,residential,54.059762,11.35,2026-05-15
2009,PA,Pennsylvania,residential,52.905995000000004,11.65,2026-05-15
2010,PA,Pennsylvania,residential,55.252837,12.7,2026-05-15
2011,PA,Pennsylvania,residential,54.795633,13.26,2026-05-15
2012,PA,Pennsylvania,residential,52.876058,12.75,2026-05-15
2013,PA,Pennsylvania,residential,54.251847000000005,12.79,2026-05-15
2014,PA,Pennsylvania,residential,54.19533501,13.32,2026-05-15
2015,PA,Pennsylvania,residential,54.418663,13.64,2026-05-15
2016,PA,Pennsylvania,residential,53.87712999,13.86,2026-05-15
2017,PA,Pennsylvania,residential,51.72449799,14.23,2026-05-15
2018,PA,Pennsylvania,residential,55.896453,13.89,2026-05-15
2019,PA,Pennsylvania,residential,54.396181989999995,13.8,2026-05-15
2020,PA,Pennsylvania,residential,55.307093,13.58,2026-05-15
2021,PA,Pennsylvania,residential,55.94517598,13.76,2026-05-15
2022,PA,Pennsylvania,residential,56.41321816,15.94,2026-05-15
2023,PA,Pennsylvania,residential,52.32764301,18.1,2026-05-15
2024,PA,Pennsylvania,residential,54.272558,17.77,2026-05-15
2025,PA,Pennsylvania,residential,56.084198629999996,19.3,2026-05-15
2001,RI,Rhode Island,all sectors,7.392917000000001,11.45,2026-05-15
2002,RI,Rhode Island,all sectors,7.560699,9.2,2026-05-15
2003,RI,Rhode Island,all sectors,7.796626,10.47,2026-05-15
2004,RI,Rhode Island,all sectors,7.887575,10.96,2026-05-15
2005,RI,Rhode Island,all sectors,8.049112000000001,11.97,2026-05-15
2006,RI,Rhode Island,all sectors,7.799126,13.98,2026-05-15
2007,RI,Rhode Island,all sectors,8.013022,13.12,2026-05-15
2008,RI,Rhode Island,all sectors,7.818594,16.04,2026-05-15
2009,RI,Rhode Island,all sectors,7.617629,14.22,2026-05-15
2010,RI,Rhode Island,all sectors,7.799227,14.07,2026-05-15
2011,RI,Rhode Island,all sectors,7.73242,13.04,2026-05-15
2012,RI,Rhode Island,all sectors,7.708334,12.74,2026-05-15
2013,RI,Rhode Island,all sectors,7.781122,13.72,2026-05-15
2014,RI,Rhode Island,all sectors,7.643104,15.41,2026-05-15
2015,RI,Rhode Island,all sectors,7.664718,17.01,2026-05-15
2016,RI,Rhode Island,all sectors,7.5242700000000005,16.28,2026-05-15
2017,RI,Rhode Island,all sectors,7.384671,16.42,2026-05-15
2018,RI,Rhode Island,all sectors,7.583339,18.1,2026-05-15
2019,RI,Rhode Island,all sectors,7.349915,18.49,2026-05-15
2020,RI,Rhode Island,all sectors,7.351541,18.54,2026-05-15
2021,RI,Rhode Island,all sectors,7.39800399,18.44,2026-05-15
2022,RI,Rhode Island,all sectors,7.576283999999999,19.3,2026-05-15
2023,RI,Rhode Island,all sectors,7.30078799,21.62,2026-05-15
2024,RI,Rhode Island,all sectors,7.4142470000000005,24.15,2026-05-15
2025,RI,Rhode Island,all sectors,7.4036376200000005,25.86,2026-05-15
2001,RI,Rhode Island,residential,2.699059,12.13,2026-05-15
2002,RI,Rhode Island,residential,2.8288870000000004,10.2,2026-05-15
2003,RI,Rhode Island,residential,2.9982089999999997,11.61,2026-05-15
2004,RI,Rhode Island,residential,3.000355,12.19,2026-05-15
2005,RI,Rhode Island,residential,3.171377,13.04,2026-05-15
2006,RI,Rhode Island,residential,3.008443,15.12,2026-05-15
2007,RI,Rhode Island,residential,3.131775,14.05,2026-05-15
2008,RI,Rhode Island,residential,3.0426840000000004,17.45,2026-05-15
2009,RI,Rhode Island,residential,2.936699,15.6,2026-05-15
2010,RI,Rhode Island,residential,3.117808,15.92,2026-05-15
2011,RI,Rhode Island,residential,3.1294459999999997,14.33,2026-05-15
2012,RI,Rhode Island,residential,3.1213670000000002,14.4,2026-05-15
2013,RI,Rhode Island,residential,3.164692,15.2,2026-05-15
2014,RI,Rhode Island,residential,3.0703470000000004,17.17,2026-05-15
2015,RI,Rhode Island,residential,3.135506,19.29,2026-05-15
2016,RI,Rhode Island,residential,3.0815620100000003,18.62,2026-05-15
2017,RI,Rhode Island,residential,3.028267,18.32,2026-05-15
2018,RI,Rhode Island,residential,3.124168,20.55,2026-05-15
2019,RI,Rhode Island,residential,2.983012,21.73,2026-05-15
2020,RI,Rhode Island,residential,3.1480210000000004,22.01,2026-05-15
2021,RI,Rhode Island,residential,3.131533,22.3,2026-05-15
2022,RI,Rhode Island,residential,3.168339,23.21,2026-05-15
2023,RI,Rhode Island,residential,2.9951619999999997,27.02,2026-05-15
2024,RI,Rhode Island,residential,3.111332,28.65,2026-05-15
2025,RI,Rhode Island,residential,3.13405508,29.46,2026-05-15
2001,SC,South Carolina,all sectors,74.832367,5.77,2026-05-15
2002,SC,South Carolina,all sectors,77.81939200000001,5.83,2026-05-15
2003,SC,South Carolina,all sectors,77.054098,6.08,2026-05-15
2004,SC,South Carolina,all sectors,79.90834,6.22,2026-05-15
2005,SC,South Carolina,all sectors,81.25408800000001,6.72,2026-05-15
2006,SC,South Carolina,all sectors,80.877321,6.98,2026-05-15
2007,SC,South Carolina,all sectors,81.94815799999999,7.18,2026-05-15
2008,SC,South Carolina,all sectors,80.650572,7.85,2026-05-15
2009,SC,South Carolina,all sectors,76.41747899,8.42,2026-05-15
2010,SC,South Carolina,all sectors,82.47929299,8.49,2026-05-15
2011,SC,South Carolina,all sectors,80.48854601000001,8.8,2026-05-15
2012,SC,South Carolina,all sectors,77.780953,9.1,2026-05-15
2013,SC,South Carolina,all sectors,78.602094,9.24,2026-05-15
2014,SC,South Carolina,all sectors,81.619765,9.67,2026-05-15
2015,SC,South Carolina,all sectors,81.328246,9.58,2026-05-15
2016,SC,South Carolina,all sectors,79.57754999,9.79,2026-05-15
2017,SC,South Carolina,all sectors,78.096757,9.97,2026-05-15
2018,SC,South Carolina,all sectors,81.64113799,9.67,2026-05-15
2019,SC,South Carolina,all sectors,80.20562,10.02,2026-05-15
2020,SC,South Carolina,all sectors,76.73717599,9.9,2026-05-15
2021,SC,South Carolina,all sectors,79.79213601000001,9.96,2026-05-15
2022,SC,South Carolina,all sectors,82.75843201,10.74,2026-05-15
2023,SC,South Carolina,all sectors,81.20218501000001,10.5,2026-05-15
2024,SC,South Carolina,all sectors,83.96142802,10.9,2026-05-15
2025,SC,South Carolina,all sectors,85.61948826,11.45,2026-05-15
2001,SC,South Carolina,residential,24.874643,7.69,2026-05-15
2002,SC,South Carolina,residential,26.786631,7.72,2026-05-15
2003,SC,South Carolina,residential,26.421639,8.01,2026-05-15
2004,SC,South Carolina,residential,27.909738,8.12,2026-05-15
2005,SC,South Carolina,residential,28.675763,8.67,2026-05-15
2006,SC,South Carolina,residential,28.539116999999997,9.03,2026-05-15
2007,SC,South Carolina,residential,29.569241,9.19,2026-05-15
2008,SC,South Carolina,residential,29.727267,9.89,2026-05-15
2009,SC,South Carolina,residential,29.556323,10.44,2026-05-15
2010,SC,South Carolina,residential,32.85208599,10.5,2026-05-15
2011,SC,South Carolina,residential,30.801731,11.05,2026-05-15
2012,SC,South Carolina,residential,28.366263,11.77,2026-05-15
2013,SC,South Carolina,residential,28.81251799,11.99,2026-05-15
2014,SC,South Carolina,residential,30.715986,12.45,2026-05-15
2015,SC,South Carolina,residential,30.059188,12.57,2026-05-15
2016,SC,South Carolina,residential,30.615595990000003,12.65,2026-05-15
2017,SC,South Carolina,residential,29.224970990000003,13.02,2026-05-15
2018,SC,South Carolina,residential,31.852419,12.44,2026-05-15
2019,SC,South Carolina,residential,31.159957,12.99,2026-05-15
2020,SC,South Carolina,residential,30.82601699,12.78,2026-05-15
2021,SC,South Carolina,residential,31.38579599,12.86,2026-05-15
2022,SC,South Carolina,residential,32.287075,13.59,2026-05-15
2023,SC,South Carolina,residential,30.89832901,13.68,2026-05-15
2024,SC,South Carolina,residential,32.544816,14.23,2026-05-15
2025,SC,South Carolina,residential,33.75510329,14.96,2026-05-15
2001,SD,South Dakota,all sectors,8.626999,6.35,2026-05-15
2002,SD,South Dakota,all sectors,8.936800999999999,6.26,2026-05-15
2003,SD,South Dakota,all sectors,9.07999,6.35,2026-05-15
2004,SD,South Dakota,all sectors,9.213844,6.44,2026-05-15
2005,SD,South Dakota,all sectors,9.811017,6.6,2026-05-15
2006,SD,South Dakota,all sectors,10.056387,6.7,2026-05-15
2007,SD,South Dakota,all sectors,10.603301,6.89,2026-05-15
2008,SD,South Dakota,all sectors,10.974086,7.14,2026-05-15
2009,SD,South Dakota,all sectors,11.010118,7.39,2026-05-15
2010,SD,South Dakota,all sectors,11.35614901,7.82,2026-05-15
2011,SD,South Dakota,all sectors,11.67960002,8.05,2026-05-15
2012,SD,South Dakota,all sectors,11.73420999,8.49,2026-05-15
2013,SD,South Dakota,all sectors,12.20979897,8.86,2026-05-15
2014,SD,South Dakota,all sectors,12.354726000000001,9.05,2026-05-15
2015,SD,South Dakota,all sectors,12.101979,9.47,2026-05-15
2016,SD,South Dakota,all sectors,12.12953002,9.83,2026-05-15
2017,SD,South Dakota,all sectors,12.31367503,10.05,2026-05-15
2018,SD,South Dakota,all sectors,12.85693799,9.97,2026-05-15
2019,SD,South Dakota,all sectors,12.86893098,9.96,2026-05-15
2020,SD,South Dakota,all sectors,12.69584499,10.06,2026-05-15
2021,SD,South Dakota,all sectors,13.041391019999999,10.43,2026-05-15
2022,SD,South Dakota,all sectors,13.46706401,10.44,2026-05-15
2023,SD,South Dakota,all sectors,13.505999,10.49,2026-05-15
2024,SD,South Dakota,all sectors,13.63720398,10.87,2026-05-15
2025,SD,South Dakota,all sectors,13.81250448,11.35,2026-05-15
2001,SD,South Dakota,residential,3.5804180000000003,7.42,2026-05-15
2002,SD,South Dakota,residential,3.733016,7.4,2026-05-15
2003,SD,South Dakota,residential,3.739838,7.47,2026-05-15
2004,SD,South Dakota,residential,3.695725,7.65,2026-05-15
2005,SD,South Dakota,residential,3.9729789999999996,7.77,2026-05-15
2006,SD,South Dakota,residential,4.050931,7.83,2026-05-15
2007,SD,South Dakota,residential,4.260638,8.07,2026-05-15
2008,SD,South Dakota,residential,4.4056310000000005,8.27,2026-05-15
2009,SD,South Dakota,residential,4.51130801,8.49,2026-05-15
2010,SD,South Dakota,residential,4.6281229999999995,8.97,2026-05-15
2011,SD,South Dakota,residential,4.64638399,9.35,2026-05-15
2012,SD,South Dakota,residential,4.453732,10.07,2026-05-15
2013,SD,South Dakota,residential,4.8241499899999996,10.26,2026-05-15
2014,SD,South Dakota,residential,4.82736801,10.47,2026-05-15
2015,SD,South Dakota,residential,4.571325,11.08,2026-05-15
2016,SD,South Dakota,residential,4.61872401,11.47,2026-05-15
2017,SD,South Dakota,residential,4.65289,11.77,2026-05-15
2018,SD,South Dakota,residential,5.0183599999999995,11.59,2026-05-15
2019,SD,South Dakota,residential,5.057032,11.55,2026-05-15
2020,SD,South Dakota,residential,5.070024,11.75,2026-05-15
2021,SD,South Dakota,residential,5.043964020000001,12.22,2026-05-15
2022,SD,South Dakota,residential,5.322906,12.09,2026-05-15
2023,SD,South Dakota,residential,5.245819,12.32,2026-05-15
2024,SD,South Dakota,residential,5.17006698,12.86,2026-05-15
2025,SD,South Dakota,residential,5.3492783799999994,13.38,2026-05-15
2001,TN,Tennessee,all sectors,96.13071799999999,5.59,2026-05-15
2002,TN,Tennessee,all sectors,98.233027,5.72,2026-05-15
2003,TN,Tennessee,all sectors,97.455808,5.84,2026-05-15
2004,TN,Tennessee,all sectors,99.660665,6.14,2026-05-15
2005,TN,Tennessee,all sectors,103.905421,6.31,2026-05-15
2006,TN,Tennessee,all sectors,103.93174400000001,6.97,2026-05-15
2007,TN,Tennessee,all sectors,106.716934,7.07,2026-05-15
2008,TN,Tennessee,all sectors,104.16977899000001,8.18,2026-05-15
