year,stateid,state_name,sector,sales_twh,price_cents_per_kwh,retrieved
2008,DE,Delaware,residential,4.428194,13.93,2026-05-15
2009,DE,Delaware,residential,4.334912,14.07,2026-05-15
2010,DE,Delaware,residential,4.759973,13.8,2026-05-15
2011,DE,Delaware,residential,4.632094,13.7,2026-05-15
2012,DE,Delaware,residential,4.521682,13.58,2026-05-15
2013,DE,Delaware,residential,4.570013,12.95,2026-05-15
2014,DE,Delaware,residential,4.644841,13.29,2026-05-15
2015,DE,Delaware,residential,4.848998,13.42,2026-05-15
2016,DE,Delaware,residential,4.763106,13.42,2026-05-15
2017,DE,Delaware,residential,4.662598,13.35,2026-05-15
2018,DE,Delaware,residential,5.070175,12.53,2026-05-15
2019,DE,Delaware,residential,5.004131,12.55,2026-05-15
2020,DE,Delaware,residential,4.991134,12.56,2026-05-15
2021,DE,Delaware,residential,5.17038,12.52,2026-05-15
2022,DE,Delaware,residential,5.210069000000001,13.71,2026-05-15
2023,DE,Delaware,residential,4.931846999999999,15.73,2026-05-15
2024,DE,Delaware,residential,5.174514,16.57,2026-05-15
2025,DE,Delaware,residential,5.32721292,17.13,2026-05-15
2001,FL,Florida,all sectors,200.75213300000001,7.67,2026-05-15
2002,FL,Florida,all sectors,210.47353,7.31,2026-05-15
2003,FL,Florida,all sectors,217.378622,7.72,2026-05-15
2004,FL,Florida,all sectors,218.584494,8.16,2026-05-15
2005,FL,Florida,all sectors,224.977011,8.76,2026-05-15
2006,FL,Florida,all sectors,228.21954399999998,10.45,2026-05-15
2007,FL,Florida,all sectors,231.0846,10.33,2026-05-15
2008,FL,Florida,all sectors,226.172795,10.74,2026-05-15
2009,FL,Florida,all sectors,224.75032199999998,11.49,2026-05-15
2010,FL,Florida,all sectors,231.20961399,10.58,2026-05-15
2011,FL,Florida,all sectors,225.09042199,10.61,2026-05-15
2012,FL,Florida,all sectors,220.67433301999998,10.44,2026-05-15
2013,FL,Florida,all sectors,221.91951397999998,10.22,2026-05-15
2014,FL,Florida,all sectors,226.078111,10.77,2026-05-15
2015,FL,Florida,all sectors,235.59939798000002,10.49,2026-05-15
2016,FL,Florida,all sectors,235.72182199999997,9.91,2026-05-15
2017,FL,Florida,all sectors,233.154549,10.42,2026-05-15
2018,FL,Florida,all sectors,238.565391,10.32,2026-05-15
2019,FL,Florida,all sectors,240.34795505,10.44,2026-05-15
2020,FL,Florida,all sectors,242.44017099,10.06,2026-05-15
2021,FL,Florida,all sectors,241.56208201,10.67,2026-05-15
2022,FL,Florida,all sectors,248.82080301,12.51,2026-05-15
2023,FL,Florida,all sectors,250.940214,13.53,2026-05-15
2024,FL,Florida,all sectors,255.09545803,12.53,2026-05-15
2025,FL,Florida,all sectors,257.88883995,13.34,2026-05-15
2001,FL,Florida,residential,101.377095,8.59,2026-05-15
2002,FL,Florida,residential,108.163825,8.16,2026-05-15
2003,FL,Florida,residential,112.649865,8.55,2026-05-15
2004,FL,Florida,residential,112.203012,8.99,2026-05-15
2005,FL,Florida,residential,115.791459,9.62,2026-05-15
2006,FL,Florida,residential,117.053005,11.33,2026-05-15
2007,FL,Florida,residential,117.816205,11.22,2026-05-15
2008,FL,Florida,residential,113.93697801,11.65,2026-05-15
2009,FL,Florida,residential,115.473511,12.39,2026-05-15
2010,FL,Florida,residential,122.24464998,11.44,2026-05-15
2011,FL,Florida,residential,116.341105,11.51,2026-05-15
2012,FL,Florida,residential,112.12705601,11.42,2026-05-15
2013,FL,Florida,residential,113.29391297999999,11.27,2026-05-15
2014,FL,Florida,residential,116.535263,11.89,2026-05-15
2015,FL,Florida,residential,122.75947199000001,11.58,2026-05-15
2016,FL,Florida,residential,123.320547,10.98,2026-05-15
2017,FL,Florida,residential,121.46262201,11.61,2026-05-15
2018,FL,Florida,residential,125.528047,11.54,2026-05-15
2019,FL,Florida,residential,127.18155100999999,11.7,2026-05-15
2020,FL,Florida,residential,133.29886899,11.27,2026-05-15
2021,FL,Florida,residential,130.412464,11.9,2026-05-15
2022,FL,Florida,residential,134.24597501,13.9,2026-05-15
2023,FL,Florida,residential,135.80502199,15.21,2026-05-15
2024,FL,Florida,residential,138.37072002000002,14.14,2026-05-15
2025,FL,Florida,residential,139.92981494,15.24,2026-05-15
2001,GA,Georgia,all sectors,117.79047299999999,6.39,2026-05-15
2002,GA,Georgia,all sectors,123.78907799999999,6.24,2026-05-15
2003,GA,Georgia,all sectors,123.676657,6.32,2026-05-15
2004,GA,Georgia,all sectors,129.465784,6.58,2026-05-15
2005,GA,Georgia,all sectors,132.26545199999998,7.43,2026-05-15
2006,GA,Georgia,all sectors,134.834168,7.63,2026-05-15
2007,GA,Georgia,all sectors,137.453878,7.86,2026-05-15
2008,GA,Georgia,all sectors,135.17351399999998,8.84,2026-05-15
2009,GA,Georgia,all sectors,130.76550499,8.81,2026-05-15
2010,GA,Georgia,all sectors,140.67157999,8.87,2026-05-15
2011,GA,Georgia,all sectors,136.371149,9.61,2026-05-15
2012,GA,Georgia,all sectors,130.97887201999998,9.37,2026-05-15
2013,GA,Georgia,all sectors,130.49747001,9.69,2026-05-15
2014,GA,Georgia,all sectors,135.789932,10.03,2026-05-15
2015,GA,Georgia,all sectors,135.87821499999998,9.62,2026-05-15
2016,GA,Georgia,all sectors,138.112239,9.59,2026-05-15
2017,GA,Georgia,all sectors,133.45662,9.83,2026-05-15
2018,GA,Georgia,all sectors,139.86607397999998,9.62,2026-05-15
2019,GA,Georgia,all sectors,139.30098999,9.86,2026-05-15
2020,GA,Georgia,all sectors,133.47014198,9.93,2026-05-15
2021,GA,Georgia,all sectors,137.36395204000002,10.43,2026-05-15
2022,GA,Georgia,all sectors,145.03520397,12.0,2026-05-15
2023,GA,Georgia,all sectors,142.02883101,11.06,2026-05-15
2024,GA,Georgia,all sectors,150.00396499000001,11.4,2026-05-15
2025,GA,Georgia,all sectors,153.56599735,12.03,2026-05-15
2001,GA,Georgia,residential,44.380213000000005,7.72,2026-05-15
2002,GA,Georgia,residential,48.599732,7.63,2026-05-15
2003,GA,Georgia,residential,48.17423,7.7,2026-05-15
2004,GA,Georgia,residential,51.123502,7.86,2026-05-15
2005,GA,Georgia,residential,52.826512,8.64,2026-05-15
2006,GA,Georgia,residential,54.520612,8.91,2026-05-15
2007,GA,Georgia,residential,56.223366999999996,9.1,2026-05-15
2008,GA,Georgia,residential,55.58662401,9.93,2026-05-15
2009,GA,Georgia,residential,55.157559,10.13,2026-05-15
2010,GA,Georgia,residential,61.55449799,10.07,2026-05-15
2011,GA,Georgia,residential,57.749519,11.05,2026-05-15
2012,GA,Georgia,residential,53.660167,11.17,2026-05-15
2013,GA,Georgia,residential,53.544411,11.46,2026-05-15
2014,GA,Georgia,residential,57.167387000000005,11.65,2026-05-15
2015,GA,Georgia,residential,56.42165,11.54,2026-05-15
2016,GA,Georgia,residential,57.88937899,11.5,2026-05-15
2017,GA,Georgia,residential,54.77144901,11.9,2026-05-15
2018,GA,Georgia,residential,59.68910598,11.47,2026-05-15
2019,GA,Georgia,residential,59.33149099,11.76,2026-05-15
2020,GA,Georgia,residential,58.220279999999995,12.02,2026-05-15
2021,GA,Georgia,residential,58.68496201,12.51,2026-05-15
2022,GA,Georgia,residential,61.140241,13.8,2026-05-15
2023,GA,Georgia,residential,58.412499000000004,13.69,2026-05-15
2024,GA,Georgia,residential,62.06295299,14.08,2026-05-15
2025,GA,Georgia,residential,63.358550470000004,14.73,2026-05-15
2001,HI,Hawaii,all sectors,9.784563,14.05,2026-05-15
2002,HI,Hawaii,all sectors,9.891638,13.39,2026-05-15
2003,HI,Hawaii,all sectors,10.390836,14.47,2026-05-15
2004,HI,Hawaii,all sectors,10.73152,15.7,2026-05-15
2005,HI,Hawaii,all sectors,10.53891,18.33,2026-05-15
2006,HI,Hawaii,all sectors,10.567912,20.72,2026-05-15
2007,HI,Hawaii,all sectors,10.585299000000001,21.29,2026-05-15
2008,HI,Hawaii,all sectors,10.390279,29.2,2026-05-15
2009,HI,Hawaii,all sectors,10.126185,21.21,2026-05-15
2010,HI,Hawaii,all sectors,10.016509,25.12,2026-05-15
2011,HI,Hawaii,all sectors,9.961653,31.59,2026-05-15
2012,HI,Hawaii,all sectors,9.639156999999999,34.04,2026-05-15
2013,HI,Hawaii,all sectors,9.503164,33.26,2026-05-15
2014,HI,Hawaii,all sectors,9.475451999999999,33.43,2026-05-15
2015,HI,Hawaii,all sectors,9.511352,26.17,2026-05-15
2016,HI,Hawaii,all sectors,9.445388999999999,23.87,2026-05-15
2017,HI,Hawaii,all sectors,9.324201010000001,26.05,2026-05-15
2018,HI,Hawaii,all sectors,9.337161,29.18,2026-05-15
2019,HI,Hawaii,all sectors,9.45288701,28.72,2026-05-15
2020,HI,Hawaii,all sectors,8.796760990000001,27.55,2026-05-15
2021,HI,Hawaii,all sectors,8.936482,30.31,2026-05-15
2022,HI,Hawaii,all sectors,9.03911501,39.72,2026-05-15
2023,HI,Hawaii,all sectors,8.92725201,38.6,2026-05-15
2024,HI,Hawaii,all sectors,8.95213401,38.0,2026-05-15
2025,HI,Hawaii,all sectors,9.13694866,35.72,2026-05-15
2001,HI,Hawaii,residential,2.80247,16.34,2026-05-15
2002,HI,Hawaii,residential,2.89838,15.63,2026-05-15
2003,HI,Hawaii,residential,3.027624,16.73,2026-05-15
2004,HI,Hawaii,residential,3.162192,18.06,2026-05-15
2005,HI,Hawaii,residential,3.164065,20.7,2026-05-15
2006,HI,Hawaii,residential,3.182432,23.35,2026-05-15
2007,HI,Hawaii,residential,3.200725,24.12,2026-05-15
2008,HI,Hawaii,residential,3.0852370000000002,32.5,2026-05-15
2009,HI,Hawaii,residential,3.055273,24.2,2026-05-15
2010,HI,Hawaii,residential,2.989499,28.1,2026-05-15
2011,HI,Hawaii,residential,2.928743,34.68,2026-05-15
2012,HI,Hawaii,residential,2.739298,37.34,2026-05-15
2013,HI,Hawaii,residential,2.608853,36.98,2026-05-15
2014,HI,Hawaii,residential,2.58377,37.04,2026-05-15
2015,HI,Hawaii,residential,2.641336,29.6,2026-05-15
2016,HI,Hawaii,residential,2.6117269999999997,27.47,2026-05-15
2017,HI,Hawaii,residential,2.62967901,29.5,2026-05-15
2018,HI,Hawaii,residential,2.710698,32.47,2026-05-15
2019,HI,Hawaii,residential,2.75977401,32.06,2026-05-15
2020,HI,Hawaii,residential,2.849114,30.28,2026-05-15
2021,HI,Hawaii,residential,2.82508201,33.49,2026-05-15
2022,HI,Hawaii,residential,2.74847901,43.03,2026-05-15
2023,HI,Hawaii,residential,2.693161,42.39,2026-05-15
2024,HI,Hawaii,residential,2.6515940099999997,42.86,2026-05-15
2025,HI,Hawaii,residential,2.74971681,40.59,2026-05-15
2001,IA,Iowa,all sectors,39.443754999999996,6.14,2026-05-15
2002,IA,Iowa,all sectors,40.897543,6.01,2026-05-15
2003,IA,Iowa,all sectors,41.207284,6.11,2026-05-15
2004,IA,Iowa,all sectors,40.902773,6.4,2026-05-15
2005,IA,Iowa,all sectors,42.756808,6.69,2026-05-15
2006,IA,Iowa,all sectors,43.336835,7.01,2026-05-15
2007,IA,Iowa,all sectors,45.269523,6.83,2026-05-15
2008,IA,Iowa,all sectors,45.48806998,6.89,2026-05-15
2009,IA,Iowa,all sectors,43.64119499,7.37,2026-05-15
2010,IA,Iowa,all sectors,45.445269010000004,7.66,2026-05-15
2011,IA,Iowa,all sectors,45.65487701,7.56,2026-05-15
2012,IA,Iowa,all sectors,45.709099959999996,7.71,2026-05-15
2013,IA,Iowa,all sectors,46.70521594,8.07,2026-05-15
2014,IA,Iowa,all sectors,47.201852980000005,8.15,2026-05-15
2015,IA,Iowa,all sectors,47.14729285,8.35,2026-05-15
2016,IA,Iowa,all sectors,48.43119301,8.55,2026-05-15
2017,IA,Iowa,all sectors,48.92199695,8.73,2026-05-15
2018,IA,Iowa,all sectors,51.210654999999996,8.92,2026-05-15
2019,IA,Iowa,all sectors,51.043148020000004,9.08,2026-05-15
2020,IA,Iowa,all sectors,50.639862050000005,8.97,2026-05-15
2021,IA,Iowa,all sectors,52.89326902,9.13,2026-05-15
2022,IA,Iowa,all sectors,54.20395499,9.57,2026-05-15
2023,IA,Iowa,all sectors,54.40025902,9.42,2026-05-15
2024,IA,Iowa,all sectors,54.93042198,9.34,2026-05-15
2025,IA,Iowa,all sectors,58.56815959,9.76,2026-05-15
2001,IA,Iowa,residential,12.429672,8.41,2026-05-15
2002,IA,Iowa,residential,12.920571,8.35,2026-05-15
2003,IA,Iowa,residential,12.767551,8.57,2026-05-15
2004,IA,Iowa,residential,12.625127,8.96,2026-05-15
2005,IA,Iowa,residential,13.570604,9.27,2026-05-15
2006,IA,Iowa,residential,13.344308000000002,9.63,2026-05-15
2007,IA,Iowa,residential,14.060336,9.45,2026-05-15
2008,IA,Iowa,residential,14.07315999,9.49,2026-05-15
2009,IA,Iowa,residential,13.723413,9.99,2026-05-15
2010,IA,Iowa,residential,14.55488798,10.42,2026-05-15
2011,IA,Iowa,residential,14.326770990000002,10.46,2026-05-15
2012,IA,Iowa,residential,13.987612989999999,10.82,2026-05-15
2013,IA,Iowa,residential,14.62586599,11.04,2026-05-15
2014,IA,Iowa,residential,14.426581969999999,11.16,2026-05-15
2015,IA,Iowa,residential,13.78632791,11.63,2026-05-15
2016,IA,Iowa,residential,14.09367801,11.94,2026-05-15
2017,IA,Iowa,residential,13.72186899,12.34,2026-05-15
2018,IA,Iowa,residential,14.84034901,12.24,2026-05-15
2019,IA,Iowa,residential,14.494821009999999,12.46,2026-05-15
2020,IA,Iowa,residential,14.567482980000001,12.46,2026-05-15
2021,IA,Iowa,residential,14.651755,12.73,2026-05-15
2022,IA,Iowa,residential,15.192859,13.15,2026-05-15
2023,IA,Iowa,residential,14.58184499,13.31,2026-05-15
2024,IA,Iowa,residential,14.46884999,13.4,2026-05-15
2025,IA,Iowa,residential,15.132531740000001,13.72,2026-05-15
2001,ID,Idaho,all sectors,21.096017,4.92,2026-05-15
2002,ID,Idaho,all sectors,20.699666,5.58,2026-05-15
2003,ID,Idaho,all sectors,21.218685,5.22,2026-05-15
2004,ID,Idaho,all sectors,21.808674,4.97,2026-05-15
2005,ID,Idaho,all sectors,21.852681,5.12,2026-05-15
2006,ID,Idaho,all sectors,22.761749,4.92,2026-05-15
2007,ID,Idaho,all sectors,23.755186000000002,5.07,2026-05-15
2008,ID,Idaho,all sectors,23.90149001,5.69,2026-05-15
2009,ID,Idaho,all sectors,22.753778999999998,6.51,2026-05-15
2010,ID,Idaho,all sectors,22.79766803,6.54,2026-05-15
2011,ID,Idaho,all sectors,23.271724,6.44,2026-05-15
2012,ID,Idaho,all sectors,23.711859,6.92,2026-05-15
2013,ID,Idaho,all sectors,24.208056,7.57,2026-05-15
2014,ID,Idaho,all sectors,23.23328401,7.93,2026-05-15
2015,ID,Idaho,all sectors,23.058813989999997,8.09,2026-05-15
2016,ID,Idaho,all sectors,23.06296099,8.08,2026-05-15
2017,ID,Idaho,all sectors,23.79378999,8.26,2026-05-15
2018,ID,Idaho,all sectors,23.75350799,8.17,2026-05-15
2019,ID,Idaho,all sectors,23.985275,7.89,2026-05-15
2020,ID,Idaho,all sectors,24.46135199,7.99,2026-05-15
2021,ID,Idaho,all sectors,25.285616,8.17,2026-05-15
2022,ID,Idaho,all sectors,26.201131,8.51,2026-05-15
2023,ID,Idaho,all sectors,25.673977,9.08,2026-05-15
2024,ID,Idaho,all sectors,26.369555000000002,9.51,2026-05-15
2025,ID,Idaho,all sectors,26.800231779999997,9.74,2026-05-15
2001,ID,Idaho,residential,6.905546,6.01,2026-05-15
2002,ID,Idaho,residential,7.055912,6.59,2026-05-15
2003,ID,Idaho,residential,7.089744,6.24,2026-05-15
2004,ID,Idaho,residential,7.313929,6.1,2026-05-15
2005,ID,Idaho,residential,7.600765999999999,6.29,2026-05-15
2006,ID,Idaho,residential,8.057475,6.21,2026-05-15
2007,ID,Idaho,residential,8.339433000000001,6.36,2026-05-15
2008,ID,Idaho,residential,8.53974301,6.99,2026-05-15
2009,ID,Idaho,residential,8.55361,7.8,2026-05-15
2010,ID,Idaho,residential,8.136735999999999,7.99,2026-05-15
2011,ID,Idaho,residential,8.389866,7.87,2026-05-15
2012,ID,Idaho,residential,8.159349,8.67,2026-05-15
2013,ID,Idaho,residential,8.619262,9.32,2026-05-15
2014,ID,Idaho,residential,8.13491301,9.72,2026-05-15
2015,ID,Idaho,residential,8.054693,9.93,2026-05-15
2016,ID,Idaho,residential,8.172021990000001,9.95,2026-05-15
2017,ID,Idaho,residential,8.727901,10.04,2026-05-15
2018,ID,Idaho,residential,8.42757799,10.15,2026-05-15
2019,ID,Idaho,residential,8.696843000000001,9.89,2026-05-15
2020,ID,Idaho,residential,8.97075099,9.95,2026-05-15
2021,ID,Idaho,residential,9.300843,10.16,2026-05-15
2022,ID,Idaho,residential,9.96365301,10.37,2026-05-15
2023,ID,Idaho,residential,9.793265,11.05,2026-05-15
2024,ID,Idaho,residential,9.83226901,11.52,2026-05-15
2025,ID,Idaho,residential,9.935599889999999,11.82,2026-05-15
2001,IL,Illinois,all sectors,136.033549,6.9,2026-05-15
2002,IL,Illinois,all sectors,138.447313,6.94,2026-05-15
2003,IL,Illinois,all sectors,136.247891,6.86,2026-05-15
2004,IL,Illinois,all sectors,139.25395600000002,6.8,2026-05-15
2005,IL,Illinois,all sectors,144.986215,6.95,2026-05-15
2006,IL,Illinois,all sectors,142.44781099999997,7.07,2026-05-15
2007,IL,Illinois,all sectors,146.05515100000002,8.46,2026-05-15
2008,IL,Illinois,all sectors,144.619914,9.23,2026-05-15
2009,IL,Illinois,all sectors,136.68846599999998,9.15,2026-05-15
2010,IL,Illinois,all sectors,144.760674,9.13,2026-05-15
2011,IL,Illinois,all sectors,142.88556702,8.97,2026-05-15
2012,IL,Illinois,all sectors,143.54000399999998,8.4,2026-05-15
2013,IL,Illinois,all sectors,141.80488800999998,8.26,2026-05-15
2014,IL,Illinois,all sectors,141.54028703,9.36,2026-05-15
2015,IL,Illinois,all sectors,138.61997,9.4,2026-05-15
2016,IL,Illinois,all sectors,141.05040899,9.38,2026-05-15
2017,IL,Illinois,all sectors,137.19631001,9.49,2026-05-15
2018,IL,Illinois,all sectors,142.65480801,9.6,2026-05-15
2019,IL,Illinois,all sectors,138.31948099000002,9.56,2026-05-15
2020,IL,Illinois,all sectors,132.469277,9.75,2026-05-15
2021,IL,Illinois,all sectors,135.68883300000002,10.14,2026-05-15
2022,IL,Illinois,all sectors,135.87158,11.94,2026-05-15
2023,IL,Illinois,all sectors,130.57821703,11.75,2026-05-15
2024,IL,Illinois,all sectors,133.22690667,12.21,2026-05-15
2025,IL,Illinois,all sectors,135.39478655,13.74,2026-05-15
2001,IL,Illinois,residential,41.820004999999995,8.71,2026-05-15
2002,IL,Illinois,residential,45.030069000000005,8.39,2026-05-15
2003,IL,Illinois,residential,43.161332,8.38,2026-05-15
2004,IL,Illinois,residential,43.442533000000005,8.37,2026-05-15
2005,IL,Illinois,residential,48.592601,8.34,2026-05-15
2006,IL,Illinois,residential,46.381485999999995,8.42,2026-05-15
2007,IL,Illinois,residential,48.036260999999996,10.12,2026-05-15
2008,IL,Illinois,residential,46.78034599,11.07,2026-05-15
2009,IL,Illinois,residential,44.324492,11.27,2026-05-15
2010,IL,Illinois,residential,48.582983999999996,11.52,2026-05-15
2011,IL,Illinois,residential,47.05700202,11.78,2026-05-15
2012,IL,Illinois,residential,46.90186999,11.37,2026-05-15
2013,IL,Illinois,residential,46.372234,10.63,2026-05-15
2014,IL,Illinois,residential,46.00945799,11.91,2026-05-15
2015,IL,Illinois,residential,44.645638,12.5,2026-05-15
2016,IL,Illinois,residential,45.990052000000006,12.54,2026-05-15
2017,IL,Illinois,residential,43.71739101,12.95,2026-05-15
2018,IL,Illinois,residential,47.225915,12.77,2026-05-15
2019,IL,Illinois,residential,45.22025799,13.03,2026-05-15
2020,IL,Illinois,residential,46.170538,13.04,2026-05-15
2021,IL,Illinois,residential,46.81306799,13.18,2026-05-15
2022,IL,Illinois,residential,46.479195,15.65,2026-05-15
2023,IL,Illinois,residential,43.31974702,15.71,2026-05-15
2024,IL,Illinois,residential,44.850718990000004,15.87,2026-05-15
2025,IL,Illinois,residential,46.61811217,17.69,2026-05-15
2001,IN,Indiana,all sectors,97.73396799999999,5.3,2026-05-15
2002,IN,Indiana,all sectors,101.42855,5.34,2026-05-15
2003,IN,Indiana,all sectors,100.467779,5.37,2026-05-15
2004,IN,Indiana,all sectors,103.09426300000001,5.58,2026-05-15
2005,IN,Indiana,all sectors,106.54891,5.88,2026-05-15
2006,IN,Indiana,all sectors,105.664484,6.46,2026-05-15
2007,IN,Indiana,all sectors,109.42014999999999,6.5,2026-05-15
2008,IN,Indiana,all sectors,106.980704,7.09,2026-05-15
2009,IN,Indiana,all sectors,99.31181302,7.62,2026-05-15
2010,IN,Indiana,all sectors,105.99437597,7.67,2026-05-15
2011,IN,Indiana,all sectors,105.81813897,8.01,2026-05-15
2012,IN,Indiana,all sectors,105.17342503,8.29,2026-05-15
2013,IN,Indiana,all sectors,105.48738895,8.73,2026-05-15
2014,IN,Indiana,all sectors,106.94250403,9.06,2026-05-15
2015,IN,Indiana,all sectors,104.51451798000001,8.99,2026-05-15
2016,IN,Indiana,all sectors,103.70482098999999,9.22,2026-05-15
2017,IN,Indiana,all sectors,98.96596799999999,9.77,2026-05-15
2018,IN,Indiana,all sectors,104.194376,9.75,2026-05-15
2019,IN,Indiana,all sectors,102.10420303000001,9.91,2026-05-15
2020,IN,Indiana,all sectors,97.15574400999999,9.92,2026-05-15
2021,IN,Indiana,all sectors,99.74004599,10.36,2026-05-15
2022,IN,Indiana,all sectors,100.04436496000001,11.66,2026-05-15
2023,IN,Indiana,all sectors,95.99535001,11.49,2026-05-15
2024,IN,Indiana,all sectors,99.21960701,11.38,2026-05-15
2025,IN,Indiana,all sectors,103.48747704,12.57,2026-05-15
2001,IN,Indiana,residential,29.419674999999998,6.92,2026-05-15
2002,IN,Indiana,residential,31.5679,6.91,2026-05-15
2003,IN,Indiana,residential,30.726178,7.04,2026-05-15
2004,IN,Indiana,residential,31.192229,7.3,2026-05-15
2005,IN,Indiana,residential,33.62867,7.5,2026-05-15
2006,IN,Indiana,residential,32.286467,8.22,2026-05-15
2007,IN,Indiana,residential,34.646057,8.26,2026-05-15
2008,IN,Indiana,residential,33.980410989999996,8.87,2026-05-15
2009,IN,Indiana,residential,32.54811302,9.5,2026-05-15
2010,IN,Indiana,residential,35.05837199,9.56,2026-05-15
2011,IN,Indiana,residential,33.91209799,10.06,2026-05-15
2012,IN,Indiana,residential,32.96352203,10.53,2026-05-15
2013,IN,Indiana,residential,33.40662999,10.99,2026-05-15
2014,IN,Indiana,residential,33.703965,11.46,2026-05-15
2015,IN,Indiana,residential,32.44169301,11.57,2026-05-15
2016,IN,Indiana,residential,33.025954989999995,11.79,2026-05-15
2017,IN,Indiana,residential,31.55155801,12.29,2026-05-15
2018,IN,Indiana,residential,34.57466399,12.26,2026-05-15
2019,IN,Indiana,residential,33.24923401,12.58,2026-05-15
2020,IN,Indiana,residential,32.87835501,12.83,2026-05-15
2021,IN,Indiana,residential,33.47197,13.37,2026-05-15
2022,IN,Indiana,residential,34.05849798,14.59,2026-05-15
2023,IN,Indiana,residential,31.73924301,14.94,2026-05-15
2024,IN,Indiana,residential,33.048641,14.77,2026-05-15
2025,IN,Indiana,residential,34.49153089,16.23,2026-05-15
2001,KS,Kansas,all sectors,35.846951000000004,6.24,2026-05-15
2002,KS,Kansas,all sectors,36.71354,6.31,2026-05-15
2003,KS,Kansas,all sectors,36.73539,6.35,2026-05-15
2004,KS,Kansas,all sectors,37.12654,6.37,2026-05-15
2005,KS,Kansas,all sectors,39.024283000000004,6.55,2026-05-15
2006,KS,Kansas,all sectors,39.751302,6.89,2026-05-15
2007,KS,Kansas,all sectors,40.165977,6.84,2026-05-15
2008,KS,Kansas,all sectors,39.965061070000004,7.45,2026-05-15
2009,KS,Kansas,all sectors,38.24334399,7.98,2026-05-15
2010,KS,Kansas,all sectors,40.420675,8.35,2026-05-15
2011,KS,Kansas,all sectors,40.760398970000004,8.89,2026-05-15
2012,KS,Kansas,all sectors,40.29347599,9.33,2026-05-15
2013,KS,Kansas,all sectors,39.84739707,9.72,2026-05-15
2014,KS,Kansas,all sectors,40.561606,10.16,2026-05-15
2015,KS,Kansas,all sectors,39.849127,10.14,2026-05-15
2016,KS,Kansas,all sectors,40.81017399,10.49,2026-05-15
2017,KS,Kansas,all sectors,40.28778698,10.6,2026-05-15
2018,KS,Kansas,all sectors,42.03697904,10.72,2026-05-15
2019,KS,Kansas,all sectors,41.159627979999996,10.26,2026-05-15
2020,KS,Kansas,all sectors,39.48394599,10.38,2026-05-15
2021,KS,Kansas,all sectors,40.49178604,10.47,2026-05-15
2022,KS,Kansas,all sectors,41.96106503,11.47,2026-05-15
2023,KS,Kansas,all sectors,41.052008,10.8,2026-05-15
2024,KS,Kansas,all sectors,41.25821004,11.21,2026-05-15
2025,KS,Kansas,all sectors,41.97054625,11.52,2026-05-15
2001,KS,Kansas,residential,12.062329,7.66,2026-05-15
2002,KS,Kansas,residential,12.745301,7.67,2026-05-15
2003,KS,Kansas,residential,12.602296,7.71,2026-05-15
2004,KS,Kansas,residential,12.416599,7.74,2026-05-15
2005,KS,Kansas,residential,13.406146000000001,7.9,2026-05-15
2006,KS,Kansas,residential,13.502671,8.25,2026-05-15
2007,KS,Kansas,residential,13.806496,8.19,2026-05-15
2008,KS,Kansas,residential,13.50192401,8.89,2026-05-15
2009,KS,Kansas,residential,13.1491,9.53,2026-05-15
2010,KS,Kansas,residential,14.33408599,10.03,2026-05-15
2011,KS,Kansas,residential,14.34374798,10.65,2026-05-15
2012,KS,Kansas,residential,13.796678980000001,11.24,2026-05-15
2013,KS,Kansas,residential,13.59300302,11.64,2026-05-15
2014,KS,Kansas,residential,13.68495203,12.17,2026-05-15
2015,KS,Kansas,residential,13.24168201,12.34,2026-05-15
2016,KS,Kansas,residential,13.509235,13.06,2026-05-15
2017,KS,Kansas,residential,13.013421990000001,13.31,2026-05-15
2018,KS,Kansas,residential,14.18719201,13.35,2026-05-15
2019,KS,Kansas,residential,13.63066099,12.71,2026-05-15
2020,KS,Kansas,residential,13.592443999999999,12.85,2026-05-15
2021,KS,Kansas,residential,13.76941001,12.98,2026-05-15
2022,KS,Kansas,residential,14.44352202,13.99,2026-05-15
2023,KS,Kansas,residential,13.81543398,13.38,2026-05-15
2024,KS,Kansas,residential,13.83998898,14.15,2026-05-15
2025,KS,Kansas,residential,14.197697309999999,14.56,2026-05-15
2001,KY,Kentucky,all sectors,79.975499,4.24,2026-05-15
2002,KY,Kentucky,all sectors,87.266835,4.26,2026-05-15
2003,KY,Kentucky,all sectors,85.21963099999999,4.42,2026-05-15
2004,KY,Kentucky,all sectors,86.521156,4.63,2026-05-15
2005,KY,Kentucky,all sectors,89.351466,5.01,2026-05-15
2006,KY,Kentucky,all sectors,88.74343499999999,5.43,2026-05-15
2007,KY,Kentucky,all sectors,92.4041,5.84,2026-05-15
2008,KY,Kentucky,all sectors,93.42841398,6.26,2026-05-15
2009,KY,Kentucky,all sectors,88.89675699,6.52,2026-05-15
2010,KY,Kentucky,all sectors,93.56942598,6.73,2026-05-15
2011,KY,Kentucky,all sectors,89.538341,7.17,2026-05-15
2012,KY,Kentucky,all sectors,89.04848998,7.26,2026-05-15
2013,KY,Kentucky,all sectors,84.76384199,7.69,2026-05-15
2014,KY,Kentucky,all sectors,78.83892398,8.15,2026-05-15
2015,KY,Kentucky,all sectors,76.03862998,8.14,2026-05-15
2016,KY,Kentucky,all sectors,74.553575,8.42,2026-05-15
2017,KY,Kentucky,all sectors,72.63438698,8.57,2026-05-15
